word,score
высококвалифицированный_ADJ,0
высокопрофессиональный_ADJ,0
выходна_ADJ,0
вычурный_ADJ,0
г-ж_NOUN,0
гаденыш_NOUN,1
гадина_NOUN,1
гадкий_ADJ,1
гадко_ADJ,1
гадость_NOUN,1
газированый_ADJ,0
гармонический_ADJ,0
гармонично_ADJ,0
гармоничный_ADJ,0
гастрономический_ADJ,0
гибкий_ADJ,0
гигантский_ADJ,0
гигантской_ADJ,0
главное_ADJ,0
главный_ADJ,0
глазированный_ADJ,0
гламурно_ADJ,0
гламурный_ADJ,0
глист_NOUN,1
глубокий_ADJ,0
глупо_NOUN,1
глуповатый_ADJ,0
глупый_ADJ,1
глянцевой_ADJ,0
гнилой_ADJ,1
говно_NOUN,1
говяжий_ADJ,0
головокружительный_ADJ,0
головотяпство_NOUN,1
голод_NOUN,1
голодать_NOUN,1
голодать_VERB,1
голодный_NOUN,1
голодуха_NOUN,1
горько_ADJ,1
горьковатый_ADJ,0
горячий_ADJ,1
горячущий_ADJ,0
гостеприимный_ADJ,0
готический_ADJ,0
готовый_ADJ,0
грамотный_ADJ,0
грандиозный_ADJ,0
гранитный_ADJ,0
грациозный_ADJ,0
грация_NOUN,0
гретый_ADJ,0
грибной_ADJ,0
грозиться_VERB,1
громадный_ADJ,0
громкий_ADJ,0
громковатый_ADJ,0
грубить_VERB,1
грустно_ADJ,0
грустный_ADJ,0
грязно_ADJ,1
гулкий_ADJ,0
гуманный_ADJ,0
густой_ADJ,1
густый_ADJ,0
двойной_ADJ,0
двухшариковый_ADJ,0
девственный_ADJ,0
декорировать_VERB,0
делать_ADJ,0
деликатный_ADJ,0
деловой_ADJ,0
демократичный_ADJ,1
дерьмо_NOUN,1
детский_ADJ,0
дешевенький_ADJ,0
дешевый_ADJ,1
деятельный_ADJ,0
диабетик_NOUN,1
дивный_ADJ,0
диетический_ADJ,0
диетично_ADJ,0
диетичный_ADJ,0
диковинный_ADJ,0
дистрофик_NOUN,1
дите_NOUN,1
добренький_ADJ,1
добродушный_ADJ,0
доброжелательной_ADJ,0
доброжелательный_ADJ,1
доброкачестветь_ADJ,0
добротно_ADJ,0
добротный_ADJ,1
добрый_ADJ,0
доглядеть_VERB,1
доесть_NOUN,1
долгий_ADJ,0
долго_ADJ,0
долгожданный_ADJ,0
должен_ADJ,0
домашний_ADJ,1
домашнуий_ADJ,0
дорого_ADJ,0
дороговато_ADJ,0
дороговатый_ADJ,0
дорогой_ADJ,1
дорогостоящий_ADJ,0
дорошо_ADJ,0
досадно_ADJ,1
достак_ADJ,0
достойный_ADJ,1
доступный_ADJ,1
драгоценный_ADJ,0
древний_ADJ,0
другой_ADJ,0
дружелюбный_ADJ,1
дружеский_ADJ,0
дружественный_ADJ,0
дружной_ADJ,0
дрянь_NOUN,1
дура_NOUN,1
дурак_NOUN,1
дурень_NOUN,1
дурик_NOUN,1
дурость_NOUN,1
душевно_ADJ,0
душевный_ADJ,1
душонка_NOUN,1
дымный_ADJ,0
дыхать_VERB,1
европейский_ADJ,0
единственный_ADJ,0
ежть_VERB,1
ерунда_NOUN,1
естественный_ADJ,0
есть_VERB,1
жалко_ADJ,1
жалко_NOUN,1
жаловаться_VERB,1
жаль_NOUN,1
жареный_ADJ,1
жгучий_ADJ,0
желаемо_ADJ,0
желанный_ADJ,0
желать_ADJ,0
желудок_NOUN,1
жесткий_ADJ,0
жестковатый_ADJ,0
живительный_ADJ,0
живой_ADJ,1
живописный_ADJ,0
живость_NOUN,0
животворный_ADJ,0
жиденький_ADJ,0
жидкий_ADJ,0
жидко_ADJ,0
жизнерадостный_ADJ,0
жизнеспособный_ADJ,0
жирненький_ADJ,0
жирно_ADJ,0
жирноватый_ADJ,1
жирный_ADJ,1
жисть_NOUN,1
жлобский_ADJ,0
жовать_VERB,1
жрать_VERB,1
забавно_ADJ,0
забавный_ADJ,0
заботливый_ADJ,0
забояться_VERB,1
загадочный_ADJ,0
задушевный_ADJ,0
заедать_VERB,1
зажигательный_ADJ,0
зажраться_VERB,1
залюбоваться_VERB,0
заманчивый_ADJ,0
заметный_ADJ,0
замечательно_ADJ,0
замучать_VERB,1
занимательно_ADJ,0
занимательный_ADJ,0
зануда_NOUN,1
запечатлеть_VERB,0
запечатлеться_VERB,0
запеченый_ADJ,0
запиваться_VERB,1
запить_VERB,1
зарекаться_VERB,1
затейливый_ADJ,0
затерть_ADJ,0
звереть_VERB,1
звучный_ADJ,0
здорово_ADJ,0
здоровый_ADJ,1
зеленый_ADJ,0
земной_ADJ,0
злить_VERB,1
злиться_VERB,1
зло_ADJ,1
зло_VERB,1
злой_NOUN,1
злопамятный_ADJ,1
знакомить_VERB,0
знакомый_ADJ,0
знаменательный_ADJ,0
знаменитый_ADJ,0
знатный_ADJ,0
значимый_ADJ,0
значит_VERB,1
зодчество_NOUN,0
зрелый_ADJ,0
зря_NOUN,1
зря_VERB,1
идеально_ADJ,0
идеальный_ADJ,0
избаловаться_VERB,1
избить_ADJ,0
известный_ADJ,0
изветься_VERB,1
издохнуть_VERB,1
изменить_ADJ,0
измываться_VERB,1
изумительный_ADJ,0
изумленный_VERB,0
изумлять_VERB,0
изучение_NOUN,0
изысканный_ADJ,0
изысканый_ADJ,0
изыскать_ADJ,0
изыскывать_ADJ,0
изящество_NOUN,0
изящность_NOUN,0
изящный_ADJ,0
импозантный_ADJ,0
инкрустировать_VERB,0
иной_ADJ,0
инструментальный_ADJ,0
интеллигентный_ADJ,0
интересный_ADJ,1
информативный_ADJ,0
ирод_NOUN,1
искренний_ADJ,0
искриться_VERB,0
искусственный_ADJ,0
испечённый_ADJ,0
исполненный_ADJ,0
исполненный_VERB,0
испортить_ADJ,1
испортить_VERB,1
испортиться_VERB,1
испугаться_VERB,1
исследовательский_ADJ,0
итальянский_ADJ,0
кавказский_ADJ,0
каков_ADJ,0
каминный_ADJ,0
каноничный_ADJ,0
капут_NOUN,1
карий_ADJ,0
картинный_ADJ,0
картуша_NOUN,0
качественно_ADJ,1
качественной_ADJ,0
качественный_ADJ,1
кипучий_ADJ,0
кисловатый_ADJ,0
кислый_ADJ,0
классический_ADJ,0
классный_ADJ,0
клубничный_ADJ,0
клюквенный_ADJ,0
кожаный_ADJ,0
кой_ADJ,0
колоннада_NOUN,0
колоритный_ADJ,0
компактный_ADJ,0
компетентный_ADJ,0
композиция_NOUN,0
компота_NOUN,1
комфорный_ADJ,0
комфортный_ADJ,1
кондиционировать_ADJ,0
консервированый_ADJ,0
контактный_ADJ,0
контра_NOUN,1
контрастный_ADJ,0
копченый_ADJ,0
корить_VERB,1
короткий_ADJ,0
корректный_ADJ,0
корчинево-бежевый_ADJ,0
кофе(новый_ADJ,0
краса_NOUN,0
красиво_ADJ,1
красивый_ADJ,1
красненький_ADJ,0
красный_ADJ,0
красота_ADJ,0
красота_NOUN,0
красочный_ADJ,0
красть_VERB,1
крепенький_ADJ,0
крепкий_ADJ,1
крошечной_ADJ,0
крошечный_ADJ,0
круглый_ADJ,0
крупный_ADJ,0
кубинский_ADJ,0
культурный_ADJ,0
курево_NOUN,1
куриный_ADJ,0
кусаться_VERB,1
кухня_NOUN,1
лабуда_NOUN,1
лазурный_ADJ,0
лаконичен_ADJ,0
лаконичный_ADJ,0
ландшафт_NOUN,0
легендарной_ADJ,0
легендарный_ADJ,0
легенький_ADJ,0
легкий_ADJ,1
легко_ADJ,0
ледяной_ADJ,0
летний_ADJ,0
лицемерия_NOUN,1
лишний_ADJ,0
лишний_NOUN,1
лучезарный_ADJ,0
лучистый_ADJ,0
лучший_ADJ,0
любезно_ADJ,0
любезный_ADJ,1
любимый_ADJ,0
любоваться_VERB,0
любопытный_ADJ,0
люмпен_NOUN,1
лёгкий_ADJ,0
майонезный_ADJ,0
максимальный_ADJ,0
маленький_ADJ,1
малолюдно_ADJ,0
малолюдный_ADJ,0
малый_ADJ,0
малюсенький_ADJ,0
маринованный_ADJ,0
мароканский_ADJ,0
марципановый_ADJ,0
маслянистый_ADJ,0
мастерский_ADJ,0
масштабный_ADJ,0
матовый_ADJ,0
медленный_ADJ,0
медовый_ADJ,0
мексиканский_ADJ,0
мелкий_ADJ,0
мелодичный_ADJ,0
мертвый_ADJ,0
микроскопический_ADJ,0
милай_VERB,1
милая_ADJ,0
миловидный_ADJ,0
милой_ADJ,0
милый_ADJ,0
миндальный_ADJ,0
миниатюрный_ADJ,0
минималистичный_ADJ,0
мирный_ADJ,0
мне-то_NOUN,1
много_ADJ,0
многограненный_ADJ,0
многогранный_ADJ,0
многокомпонентный_ADJ,0
многолюдный_ADJ,0
многообразие_NOUN,0
многообразный_ADJ,0
многообъемный_ADJ,0
многосложный_ADJ,0
многослойный_ADJ,0
многочисленный_ADJ,0
многоярусный_ADJ,0
множество_NOUN,0
могучий_ADJ,0
модный_ADJ,0
мозаика_NOUN,0
мозаичный_ADJ,0
мокрый_ADJ,0
молодой_ADJ,0
молодёжный_ADJ,0
молочный_ADJ,0
монументальный_ADJ,0
морить_VERB,1
мороженный_ADJ,0
мороженой_ADJ,0
мороженый_ADJ,0
морозно_ADJ,0
морозный_ADJ,0
мости_ADJ,0
моча_NOUN,1
мраморный_ADJ,0
мрачноватый_ADJ,0
мрачный_ADJ,0
мужской_ADJ,0
музыкальный_ADJ,0
мутить_VERB,1
мухлевать_VERB,1
мучаться_VERB,1
мучиться_VERB,1
мягкий_ADJ,1
мясистый_ADJ,0
мясной_ADJ,0
мятный_ADJ,0
мятый_ADJ,0
наваристый_ADJ,1
наваристь_ADJ,0
навязчивый_ADJ,0
нагреть_ADJ,0
нагрубить_VERB,1
надежный_ADJ,0
надотец_NOUN,1
нажраться_VERB,1
назойливый_ADJ,0
наивкусный_ADJ,0
накричать_VERB,1
налопаться_VERB,1
налюбоваться_VERB,0
наорать_VERB,1
напасться_VERB,1
наплевать_VERB,1
наполнить_VERB,0
наполнять_VERB,0
напытить_ADJ,0
нарваться_VERB,1
наркота_NOUN,1
нарываться_VERB,1
нарядный_ADJ,0
насладиться_VERB,0
наслаждаться_VERB,0
настоящий_ADJ,0
насыщенный_ADJ,1
натуральный_ADJ,0
нахамить_VERB,1
начитать_ADJ,0
небанальный_ADJ,1
небольшой_ADJ,0
неброский_ADJ,0
небычный_ADJ,0
неважный_ADJ,1
невезение_NOUN,1
невзболтанный_ADJ,0
невзрачный_ADJ,0
невиданный_ADJ,0
невозможный_ADJ,0
невыгодно_ADJ,1
невысокий_ADJ,0
нега_NOUN,0
негорячо_ADJ,0
негромкий_ADJ,1
недешево_ADJ,0
недобросовестный_ADJ,1
недоедать_VERB,1
недожаренный_ADJ,0
недорогой_ADJ,1
недосмотреть_VERB,1
недосоленный_ADJ,0
недосоленый_ADJ,0
недосып_NOUN,1
недосыпать_VERB,1
недурный_ADJ,0
неестественный_ADJ,0
нежирный_ADJ,0
нежнейший_ADJ,0
нежно_ADJ,1
нежно_ADV,0
нежный_ADJ,0
незабвенный_ADJ,0
незамысловатый_ADJ,0
незатейливый_ADJ,0
неизбитый_ADJ,1
неизведанный_ADJ,0
неизъяснимый_ADJ,0
неизящный_ADJ,0
неинтересно_ADJ,1
неисправный_ADJ,1
неиспробованный_ADJ,0
нейтральный_ADJ,0
некачественный_ADJ,1
некого_ADJ,1
некрасиво_ADJ,0
некрасивый_ADJ,0
некрепкий_ADJ,0
немаловажный_ADJ,0
немногословный_ADJ,0
немножко_ADJ,1
ненавязчив_ADJ,0
ненавязчивый_ADJ,1
ненавящевый_ADJ,0
ненагроможденный_ADJ,0
ненадоедливый_ADJ,0
ненасыщенный_ADJ,0
ненормально_ADJ,0
необозримый_ADJ,0
необходимый_ADJ,0
необъятный_ADJ,0
необыкновенный_ADJ,0
необычайный_ADJ,0
необычно_ADJ,0
неоднозначный_ADJ,0
неожиданно_ADJ,1
неожиданный_ADJ,0
неожиданский_ADJ,0
неописанный_ADJ,0
неопознанный_ADJ,0
неопытный_ADJ,0
неординарный_ADJ,0
неохватный_ADJ,0
непафосный_ADJ,0
непередаваемый_ADJ,0
непересоленный_ADJ,0
неплохо_ADJ,0
неплохой_ADJ,0
неповторимый_ADJ,0
неподражаемый_ADJ,0
неполезный_ADJ,0
непонятный_ADJ,0
непохожий_ADJ,0
неправильно_ADJ,1
непривычно_ADJ,0
непривычный_ADJ,0
непринужденно_ADJ,0
непринужденный_ADJ,0
неприторный_ADJ,0
неприятный_ADJ,1
непрофессионализм_NOUN,1
нерадивый_ADJ,1
нерасторопность_NOUN,1
нервничать_VERB,1
неровный_ADJ,0
несвежий_ADJ,0
несерьезно_ADJ,1
нескучный_ADJ,0
несладкий_ADJ,0
несложный_ADJ,0
несомненный_ADJ,0
неспешный_ADJ,0
несправедливый_ADJ,1
несравненный_ADJ,0
несравнимый_ADJ,0
нестандартный_ADJ,1
нет_NOUN,1
неторопливый_ADJ,0
нетревиальный_ADJ,0
нетривиально_ADJ,0
нетривиальный_ADJ,0
неудобный_ADJ,1
неудобоваримый_ADJ,0
неуклюжий_ADJ,0
неумелый_ADJ,1
неуютный_ADJ,0
неформальный_ADJ,0
нехороший_ADJ,1
нехорошо_ADJ,1
нечестный_ADJ,1
нечитамый_ADJ,0
нешумный_ADJ,0
неэффективный_ADJ,1
ниже_ADJ,0
низкий_ADJ,0
низкокалорийный_ADJ,0
никудышный_ADJ,1
нимфа_NOUN,0
ниспадать_VERB,0
ничто_ADJ,1
но_ADJ,0
но_NOUN,1
новенький_ADJ,0
новомодный_ADJ,0
новый_ADJ,0
нормальнотец_NOUN,1
нормальный_ADJ,1
нужный_ADJ,1
обалдеть_ADJ,0
обаятельный_ADJ,0
обветренный_ADJ,0
обвинить_VERB,1
обворожительный_ADJ,0
обжигающе-горячий_ADJ,0
обжираться_VERB,1
обзывать_VERB,1
обидеться_VERB,1
обидить_VERB,1
обидно_ADJ,1
обижать_VERB,1
обижаться_VERB,1
обильн_ADJ,0
обильна_ADJ,0
обильный_ADJ,0
облепиховый_ADJ,0
обожраться_VERB,1
обозревать_VERB,0
обозреть_VERB,0
обоятельный_ADJ,0
образовать_VERB,0
образовывать_VERB,0
обрамлять_VERB,0
обругать_VERB,1
обходительный_ADJ,1
обширный_ADJ,0
общий_ADJ,0
общительный_ADJ,0
объединить_VERB,0
объездить_VERB,0
объемист_ADJ,0
объемный_ADJ,1
объесться_VERB,1
обыкновенный_ADJ,0
обычный_ADJ,0
оголодать_VERB,1
огромный_ADJ,1
огрызаться_VERB,1
одаренный_VERB,0
одаривать_VERB,0
одинаковый_ADJ,0
одинокий_ADJ,0
однообразно_ADV,0
однородный_ADJ,0
одухотворять_VERB,0
оживленный_ADJ,0
озарить_VERB,0
озарять_VERB,0
озирать_VERB,0
ознакомление_NOUN,0
околевать_VERB,1
окружать_VERB,0
он_VERB,1
опаздывать_VERB,1
опасно_ADJ,1
оперативный_ADJ,0
описание_NOUN,0
опознаный_ADJ,0
опоясывать_VERB,0
оправдываться_VERB,1
опрятный_ADJ,0
опытный_ADJ,0
органический_ADJ,0
органично_ADJ,0
оригиальный_ADJ,0
оригинально_ADJ,0
освещать_VERB,0
ослепительный_ADJ,0
основательница_NOUN,0
особенный_ADJ,0
остренький_ADJ,0
остро_ADV,0
островатый_ADJ,0
острый_ADJ,1
отвратительный_ADJ,0
отвратительный_NOUN,1
отдаленный_ADJ,0
отдельный_ADJ,0
отдохновенно_ADJ,0
отзывчивый_ADJ,1
откровенно_ADJ,0
открытый_ADJ,0
отличный_ADJ,1
отмазка_NOUN,1
отменный_ADJ,0
отместка_NOUN,1
отметь_ADJ,0
отмить_ADJ,0
отпадный_ADJ,0
отругать_VERB,1
отрыжка_NOUN,1
отстать_VERB,1
охотничий_ADJ,0
очарование_NOUN,0
очаровательный_ADJ,0
очаровать_VERB,0
очаровывать_VERB,0
ошеломительный_ADJ,0
пабный_ADJ,0
паек_NOUN,1
панорама_NOUN,0
парадный_ADJ,0
паршивый_ADJ,1
пафосно_ADJ,0
пафосный_ADJ,0
первоклассный_ADJ,0
первый_ADJ,0
передраться_VERB,1
перепуг_NOUN,1
перестраховка_NOUN,1
перестраховываться_VERB,1
пересушеный_ADJ,0
перетерпеть_VERB,1
пестрый_ADJ,0
петербургский_ADJ,0
печенка_NOUN,1
печеный_ADJ,0
пивно_ADJ,0
пивной_ADJ,0
пикантный_ADJ,0
пирамидальный_ADJ,0
пирожной_ADJ,0
питательный_ADJ,0
питкий_ADJ,0
пичкать_VERB,1
плавный_ADJ,0
пламенный_ADJ,0
пластический_ADJ,0
пленить_VERB,0
плениться_VERB,0
плетеный_ADJ,0
плотной_ADJ,0
плотный_ADJ,1
плохо_NOUN,1
плохой_NOUN,1
плохой_VERB,1
плються_VERB,1
по-тайски_ADV,0
побьть_VERB,1
повеситься_VERB,1
поганый_ADJ,1
подать_ADJ,0
поделать_VERB,1
поджареный_ADJ,0
подмороженый_ADJ,0
подобающий_VERB,0
подозрительный_ADJ,0
подороже_ADJ,0
подробный_ADJ,0
подъедать_VERB,1
подыхать_VERB,1
пожилой_ADJ,0
позитивный_ADJ,0
познавательный_ADJ,0
позориться_VERB,1
пойло_NOUN,1
поклеп_NOUN,1
покоиться_VERB,0
покорить_VERB,0
покорять_VERB,0
полезный_ADJ,1
поллитровый_ADJ,0
полноценный_ADJ,0
полный_ADJ,0
положительный_ADJ,0
полужидкий_ADJ,0
полукруглый_ADJ,0
полупустый_ADJ,0
полупустынный_ADJ,0
полусырый_ADJ,0
помирать_VERB,1
понятный_ADJ,0
популярный_ADJ,0
поражать_VERB,0
поражающитть_ADJ,0
поразительно_ADJ,0
поразительный_ADJ,0
портить_ADJ,1
портить_VERB,1
портиться_VERB,1
поругаться_VERB,1
порченый_ADJ,1
посвящать_VERB,0
посетить_VERB,0
последний_ADJ,0
постный_ADJ,0
потрепать_ADJ,0
потрясать_ADJ,0
потрясающий_ADJ,0
потрясающий_VERB,0
потрясный_ADJ,0
похмелье_NOUN,1
похожий_ADJ,1
почивший_ADJ,0
пошарпаный_ADJ,0
пошлый_ADJ,0
поэтический_ADJ,0
поэтичный_ADJ,0
правильный_ADJ,1
празднество_NOUN,0
праздничный_ADJ,0
превосходный_ADJ,0
предсказуемый_ADJ,0
представать_VERB,0
представлять_VERB,0
предстать_VERB,0
предупредительный_ADJ,1
прекрасный_ADJ,0
прелестный_ADJ,0
прелесть_NOUN,0
пресладкий_ADJ,0
пресный_ADJ,0
привередничать_VERB,1
приветлив_ADJ,0
приветливо_ADJ,0
приветливый_ADJ,1
приветствовать_VERB,0
привлекательный_ADJ,0
привычный_ADJ,0
придираться_VERB,1
придирк_NOUN,1
придирка_NOUN,1
придуриваться_VERB,1
приемлемый_ADJ,0
прикольно_ADJ,0
прикрасный_ADJ,0
прилично_ADJ,0
приличный_ADJ,0
примечательный_ADJ,0
притеснять_VERB,1
приторный_ADJ,0
притягательный_ADJ,0
притязательный_ADJ,0
притяной_ADJ,0
прихотливый_ADJ,0
причудливый_ADJ,0
приятный_ADJ,1
провиниться_VERB,1
проворонить_VERB,1
продуманный_ADJ,0
прожаренный_ADJ,0
прожареть_ADJ,0
прожарить_ADJ,0
прозрачный_ADJ,0
проклятый_ADJ,1
проклятый_VERB,1
промахиваться_VERB,1
промашка_NOUN,1
проникновенный_ADJ,0
пропеченая_ADJ,0
прославить_VERB,0
простенький_ADJ,0
просто_ADJ,0
простоват_ADJ,0
простовать_ADJ,0
простой_ADJ,1
просторно_ADJ,0
просторный_ADJ,1
пространный_ADJ,0
противненький_ADJ,0
противный_ADJ,0
профессиональный_ADJ,0
прохладно_ADJ,0
прохладный_ADJ,0
пряно_ADJ,1
пряной_ADJ,0
пряный_ADJ,1
псих_NOUN,1
психануть_VERB,1
психушка_NOUN,1
пустой_ADJ,0
пушистый_ADJ,0
пушкарский_ADJ,0
пылкий_ADJ,0
пытливый_ADJ,0
пышность_NOUN,0
пышный_ADJ,0
пьть_VERB,1
пьяница_NOUN,1
пьянствовать_VERB,1
пьяный_ADJ,0
пёстрый_ADJ,0
равномерный_ADJ,0
равнотец_NOUN,1
радостно_ADJ,0
радостный_ADJ,0
радуг_NOUN,0
радужный_ADJ,0
радушный_ADJ,0
разборчивый_ADJ,0
развлекательный_ADJ,0
разгильдяйство_NOUN,1
разговорчивый_ADJ,0
различный_ADJ,0
разновозрастный_ADJ,0
разнообразие_NOUN,0
разнообразно_ADJ,0
разнообразный_ADJ,0
разнообрзный_ADJ,0
разнородный_ADJ,0
разносторонний_ADJ,0
разноцветный_ADJ,0
разный_ADJ,0
разовый_ADJ,0
разогреть_ADJ,0
разозлиться_VERB,1
разораться_VERB,1
раскинуться_VERB,0
расклеиться_VERB,1
располагать_ADJ,0
расположить_VERB,0
расположиться_VERB,0
расслабленный_ADJ,0
расстраиваться_VERB,1
рассудительный_ADJ,0
расторопный_ADJ,0
расхлябанность_NOUN,1
реально_ADJ,0
редкий_ADJ,0
резиновый_ADJ,0
резной_ADJ,0
релаксационный_ADJ,0
рельефный_ADJ,0
респектабельный_ADJ,0
ризотто_ADJ,0
ровный_ADJ,0
розовый_ADJ,0
романтический_ADJ,0
романтично_ADJ,0
романтичный_ADJ,0
роскошный_ADJ,0
роскошный_NOUN,0
ростовский_ADJ,0
рубенсовский_ADJ,0
ругать_VERB,1
ругаться_VERB,1
румяный_ADJ,0
русский_ADJ,0
рыбный_ADJ,0
саботаж_NOUN,1
сам_ADJ,0
самодельный_ADJ,0
самодостаточный_ADJ,0
самолепный_ADJ,0
самопечный_ADJ,0
сахарный_ADJ,0
свежайший_ADJ,0
свежевыпеченный_ADJ,0
свеженький_ADJ,0
свежеобжаренный_ADJ,0
свежеприготовленный_ADJ,0
свежесть_NOUN,0
свежий_ADJ,1
свежо_ADJ,0
сверкать_ADJ,0
сверкать_VERB,0
сверхбыстрый_ADJ,0
светлый_ADJ,1
свинство_NOUN,1
сводчатый_ADJ,0
своевременный_ADJ,0
своеобразный_ADJ,0
сволочь_NOUN,1
сгоряча_NOUN,1
сдержанный_ADJ,0
сдохнуть_VERB,1
северный_ADJ,0
сень_NOUN,0
сервированный_ADJ,0
сердиться_VERB,1
серебристый_ADJ,0
серо-желтый_ADJ,0
серьезно_ADJ,0
серьезный_ADJ,0
сильный_ADJ,0
симпатичный_ADJ,1
симпатишный_ADJ,0
синий_ADJ,0
сиять_ADJ,0
сиять_VERB,0
сказочный_ADJ,0
скандалить_VERB,1
скверный_ADJ,1
скисший_ADJ,0
скормить_VERB,1
скромно_ADJ,0
скромный_ADJ,0
скудный_ADJ,0
скульптурный_ADJ,0
скучный_ADJ,0
скушной_ADJ,0
слабак_NOUN,1
слабый_ADJ,0
славный_ADJ,0
слад_NOUN,1
сладенький_ADJ,0
сладкий_ADJ,1
сладковатый_ADJ,1
сливочный_ADJ,0
сложный_ADJ,0
слопать_VERB,1
служебный_ADJ,0
слушаться_VERB,1
смелый_ADJ,0
смешанный_ADJ,0
смешной_ADJ,0
смешноотреть_NOUN,1
смышленый_ADJ,0
советский_ADJ,0
современный_ADJ,1
совсем_NOUN,1
согревать_ADJ,0
согреваюдкий_ADJ,0
соединять_VERB,0
созерцание_NOUN,0
созерцать_VERB,0
соленый_ADJ,1
солидный_ADJ,0
солнечный_ADJ,0
солоноватый_ADJ,0
солёный_ADJ,0
сонм_NOUN,0
сонный_ADJ,0
соответствующий_ADJ,0
сопровождать_VERB,0
сопровождение_NOUN,0
сопутствовать_VERB,0
сослепу_NOUN,1
соус-насыщенный_ADJ,0
сочен_ADJ,0
сочно_ADJ,0
