большое	больший	ADJ	advmod	не	не	PART	nsubj	меню	меню	NOUN	231.9019827619526	18
смогла	мочь	VERB	advmod	не	не	PART	mark	что	что	SCONJ	231.9019827619526	18
понравился	понравиться	VERB	advmod	не	не	PART	_	_	_	_	231.9019827619526	18
так	так	ADV	advmod	не	не	PART	fixed	как	как	SCONJ	231.9019827619526	18
люблю	любить	VERB	advmod	не	не	PART	cc	а	а	CCONJ	231.9019827619526	18
пойду	пойти	VERB	advmod	не	не	PART	advmod	никогда	никогда	ADV	231.9019827619526	18
встретил	встретить	VERB	advmod	не	не	PART	obl	входе	вход	NOUN	231.9019827619526	18
могут	мочь	VERB	advmod	не	не	PART	mark	что	что	SCONJ	231.9019827619526	18
мешает	мешать	VERB	advmod	не	не	PART	cc	но	но	CCONJ	231.9019827619526	18
портит	портить	VERB	advmod	не	не	PART	cc	но	но	CCONJ	231.9019827619526	18
впечатлил	впечатлять	VERB	advmod	не	не	PART	nsubj	интерьер	интерьер	NOUN	231.9019827619526	18
зря	зря	ADV	advmod	не	не	PART	cc	и	и	CCONJ	231.9019827619526	18
помню	помнить	VERB	advmod	не	не	PART	nsubj	название	название	NOUN	231.9019827619526	18
было	быть	VERB	advmod	не	не	PART	_	_	_	_	231.9019827619526	18
самым	самый	ADJ	advmod	не	не	PART	_	_	_	_	231.9019827619526	18
стали	стать	VERB	advmod	не	не	PART	cc	но	но	CCONJ	231.9019827619526	18
ожидала	ожидать	VERB	advmod	не	не	PART	nsubj	я	я	PRON	231.9019827619526	18
так	так	ADV	advmod	не	не	PART	mark	что	что	SCONJ	231.9019827619526	18
хватало	хватать	VERB	advmod	не	не	PART	cc	но	но	CCONJ	219.01853927517746	17
видел	видеть	VERB	advmod	не	не	PART	nsubj	я	я	PRON	219.01853927517746	17
восторге	восторг	NOUN	advmod	не	не	PART	case	в	в	ADP	219.01853927517746	17
тянет	тянуть	VERB	advmod	не	не	PART	cc	но	но	CCONJ	219.01853927517746	17
хочется	хотеться	VERB	advmod	не	не	PART	mark	что	что	SCONJ	219.01853927517746	17
вызывает	вызывать	VERB	advmod	не	не	PART	cc	но	но	CCONJ	219.01853927517746	17
нужно	нужный	ADJ	advmod	не	не	PART	mark	что	что	SCONJ	219.01853927517746	17
хочу	хотеть	VERB	advmod	не	не	PART	nsubj	я	я	PRON	219.01853927517746	17
ресторане	ресторан	NOUN	advmod	не	не	PART	case	в	в	ADP	219.01853927517746	17
конца	конец	NOUN	advmod	не	не	PART	case	до	до	ADP	219.01853927517746	17
понятно	понятный	ADJ	advmod	не	не	PART	cc	и	и	CCONJ	219.01853927517746	17
их	их	DET	advmod	не	не	PART	_	_	_	_	219.01853927517746	17
получалось	получаться	VERB	advmod	не	не	PART	cc	но	но	CCONJ	219.01853927517746	17
вкусно	вкусный	ADJ	advmod	не	не	PART	cc	и	и	CCONJ	219.01853927517746	17
знает	знать	VERB	advmod	не	не	PART	nsubj	кто	кто	PRON	219.01853927517746	17
курят	курить	VERB	advmod	не	не	PART	mark	что	что	SCONJ	219.01853927517746	17
разу	раз	NOUN	advmod	не	не	PART	_	_	_	_	219.01853927517746	17
хочется	хотеться	VERB	advmod	не	не	PART	xcomp	уходить	уходить	VERB	219.01853927517746	17
стоит	стоить	VERB	advmod	не	не	PART	cc	и	и	CCONJ	219.01853927517746	17
знаю	знать	VERB	advmod	не	не	PART	cc	а	а	CCONJ	219.01853927517746	17
пробовала	пробовать	VERB	advmod	не	не	PART	nsubj	я	я	PRON	219.01853927517746	17
встречает	встречать	VERB	advmod	не	не	PART	nsubj	никто	никто	PRON	219.01853927517746	17
плохое	плохой	ADJ	advmod	не	не	PART	_	_	_	_	206.13509578840234	16
видела	видеть	VERB	advmod	не	не	PART	nsubj	я	я	PRON	206.13509578840234	16
бывает	бывать	VERB	advmod	не	не	PART	cc	но	но	CCONJ	206.13509578840234	16
это	это	PRON	advmod	не	не	PART	_	_	_	_	206.13509578840234	16
помню	помнить	VERB	advmod	не	не	PART	cc	но	но	CCONJ	206.13509578840234	16
все	все	PRON	advmod	не	не	PART	cc	но	но	CCONJ	206.13509578840234	16
было	быть	VERB	advmod	не	не	PART	mark	когда	когда	SCONJ	206.13509578840234	16
понравилось	понравиться	VERB	advmod	не	не	PART	cc	а	а	CCONJ	206.13509578840234	16
всё	все	PRON	advmod	не	не	PART	_	_	_	_	206.13509578840234	16
потому	потому	ADV	advmod	не	не	PART	fixed	что	что	SCONJ	206.13509578840234	16
&quot	&quot	X	advmod	не	не	PART	cc	и	и	CCONJ	206.13509578840234	16
поняли	понять	VERB	advmod	не	не	PART	nsubj	мы	мы	PRON	206.13509578840234	16
надо	надо	ADV	advmod	не	не	PART	_	_	_	_	206.13509578840234	16
люблю	любить	VERB	advmod	не	не	PART	mark	что	что	SCONJ	206.13509578840234	16
мое	мой	DET	advmod	не	не	PART	cc	но	но	CCONJ	206.13509578840234	16
вкусно	вкусный	ADJ	advmod	не	не	PART	_	_	_	_	206.13509578840234	16
могу	мочь	VERB	advmod	не	не	PART	xcomp	отметить	отметить	VERB	206.13509578840234	16
повезло	везти	VERB	advmod	не	не	PART	parataxis	может	мочь	VERB	206.13509578840234	16
было	быть	VERB	advmod	не	не	PART	mark	если	если	SCONJ	206.13509578840234	16
могу	мочь	VERB	advmod	не	не	PART	advmod	поэтому	поэтому	ADV	206.13509578840234	16
раздражает	раздражать	VERB	advmod	не	не	PART	cc	но	но	CCONJ	193.2516523016272	15
получилось	получиться	VERB	advmod	не	не	PART	_	_	_	_	193.2516523016272	15
заказывали	заказывать	VERB	advmod	не	не	PART	mark	что	что	SCONJ	193.2516523016272	15
надо	надо	ADV	advmod	не	не	PART	cc	но	но	CCONJ	193.2516523016272	15
могу	мочь	VERB	advmod	не	не	PART	xcomp	оценить	оценить	VERB	193.2516523016272	15
плохая	плохой	ADJ	advmod	не	не	PART	_	_	_	_	193.2516523016272	15
сказать	сказать	VERB	advmod	не	не	PART	mark	если	если	SCONJ	193.2516523016272	15
мог	мочь	VERB	advmod	не	не	PART	cc	и	и	CCONJ	193.2516523016272	15
нужно	нужный	ADJ	advmod	не	не	PART	cc	и	и	CCONJ	193.2516523016272	15
такая	такой	DET	advmod	не	не	PART	_	_	_	_	193.2516523016272	15
было	быть	VERB	advmod	не	не	PART	obl	нас	мы	PRON	193.2516523016272	15
хотелось	хотеться	VERB	advmod	не	не	PART	mark	что	что	SCONJ	193.2516523016272	15
очень	очень	ADV	advmod	не	не	PART	cc	а	а	CCONJ	193.2516523016272	15
понравилось	понравиться	VERB	advmod	не	не	PART	nsubj	обслуживание	обслуживание	NOUN	193.2516523016272	15
тут	тут	ADV	advmod	не	не	PART	_	_	_	_	193.2516523016272	15
могут	мочь	VERB	advmod	не	не	PART	cc	и	и	CCONJ	193.2516523016272	15
понимаю	понимать	VERB	advmod	не	не	PART	cc	и	и	CCONJ	193.2516523016272	15
меньше	мало	NUM	advmod	не	не	PART	_	_	_	_	193.2516523016272	15
смотря	смотреть	VERB	advmod	не	не	PART	cc	но	но	CCONJ	193.2516523016272	15
раз	раз	NOUN	advmod	не	не	PART	obl	ещё	еще	ADV	193.2516523016272	15
принесли	принести	VERB	advmod	не	не	PART	mark	что	что	SCONJ	193.2516523016272	15
могу	мочь	VERB	advmod	не	не	PART	cc	а	а	CCONJ	193.2516523016272	15
понимаю	понимать	VERB	advmod	не	не	PART	_	_	_	_	193.2516523016272	15
ресторан	ресторан	NOUN	advmod	не	не	PART	cc	но	но	CCONJ	193.2516523016272	15
принесли	принести	VERB	advmod	не	не	PART	cc	но	но	CCONJ	193.2516523016272	15
плохой	плохой	ADJ	advmod	не	не	PART	_	_	_	_	193.2516523016272	15
было	быть	VERB	advmod	не	не	PART	nsubj	ничего	ничто	PRON	193.2516523016272	15
путаю	путать	VERB	advmod	не	не	PART	mark	если	если	SCONJ	193.2516523016272	15
настолько	настолько	ADV	advmod	не	не	PART	_	_	_	_	180.368208814852	14
навязчиво	навязчиво	ADV	advmod	не	не	PART	_	_	_	_	180.368208814852	14
знает	знать	VERB	advmod	не	не	PART	cc	и	и	CCONJ	180.368208814852	14
оказалось	оказаться	VERB	advmod	не	не	PART	mark	что	что	SCONJ	180.368208814852	14
скажу	сказать	VERB	advmod	не	не	PART	cc	но	но	CCONJ	180.368208814852	14
соответствует	соответствовать	VERB	advmod	не	не	PART	mark	что	что	SCONJ	180.368208814852	14
было	быть	VERB	advmod	не	не	PART	mark	чтобы	чтобы	SCONJ	180.368208814852	14
скажешь	сказать	VERB	advmod	не	не	PART	obl	чего	что	PRON	180.368208814852	14
чему	что	PRON	advmod	не	не	PART	csubj	придраться	придраться	VERB	180.368208814852	14
рекомендую	рекомендой	VERB	advmod	не	не	PART	_	_	_	_	180.368208814852	14
понравилось	понравиться	VERB	advmod	не	не	PART	iobj	нам	мы	PRON	180.368208814852	14
получилось	получиться	VERB	advmod	не	не	PART	cc	но	но	CCONJ	180.368208814852	14
хватает	хватать	VERB	advmod	не	не	PART	cc	и	и	CCONJ	180.368208814852	14
курящий	курить	VERB	advmod	не	не	PART	_	_	_	_	180.368208814852	14
мог	мочь	VERB	advmod	не	не	PART	cc	но	но	CCONJ	180.368208814852	14
те	тот	DET	advmod	не	не	PART	_	_	_	_	180.368208814852	14
видела	видеть	VERB	advmod	не	не	PART	cc	но	но	CCONJ	180.368208814852	14
сторону	сторона	NOUN	advmod	не	не	PART	case	в	в	ADP	180.368208814852	14
та	тот	DET	advmod	не	не	PART	_	_	_	_	180.368208814852	14
ела	есть	VERB	advmod	не	не	PART	advmod	давно	давно	ADV	180.368208814852	14
что	что	PRON	advmod	не	не	PART	case	на	на	ADP	180.368208814852	14
будет	быть	VERB	advmod	не	не	PART	cc	и	и	CCONJ	180.368208814852	14
нравится	нравиться	VERB	advmod	не	не	PART	mark	если	если	SCONJ	180.368208814852	14
тут	тут-то	ADV	advmod	не	не	PART	discourse	то	то	PART	167.4847653280769	13
1	1	NUM	advmod	не	не	PART	cc	а	а	CCONJ	167.4847653280769	13
навязчивое	навязчивый	ADJ	advmod	не	не	PART	_	_	_	_	167.4847653280769	13
хватило	хватить	VERB	advmod	не	не	PART	iobj	мне	я	PRON	167.4847653280769	13
пришлось	прийтись	VERB	advmod	не	не	PART	mark	так	так	ADV	167.4847653280769	13
плохой	плохой	ADJ	advmod	не	не	PART	nsubj	интерьер	интерьер	NOUN	167.4847653280769	13
иначе	иначе	ADV	advmod	не	не	PART	_	_	_	_	167.4847653280769	13
могли	мочь	VERB	advmod	не	не	PART	cc	и	и	CCONJ	167.4847653280769	13
оказалось	оказаться	VERB	advmod	не	не	PART	nsubj	его	он	PRON	167.4847653280769	13
смотря	смотреть	VERB	advmod	не	не	PART	obl	это	это	PRON	167.4847653280769	13
давно	давно	ADV	advmod	не	не	PART	_	_	_	_	167.4847653280769	13
хотелось	хотеться	VERB	advmod	не	не	PART	aux	бы	бы	AUX	167.4847653280769	13
брать	брать	VERB	advmod	не	не	PART	mark	если	если	SCONJ	167.4847653280769	13
получили	получить	VERB	advmod	не	не	PART	cc	но	но	CCONJ	167.4847653280769	13
разочаровались	разочароваться	VERB	advmod	не	не	PART	cc	и	и	CCONJ	167.4847653280769	13
шутку	шутка	NOUN	advmod	не	не	PART	case	на	на	ADP	167.4847653280769	13
мне	я	PRON	advmod	не	не	PART	_	_	_	_	167.4847653280769	13
пожалели	жалеть	VERB	advmod	не	не	PART	cc	но	но	CCONJ	167.4847653280769	13
туда	туда	ADV	advmod	не	не	PART	_	_	_	_	167.4847653280769	13
знала	знать	VERB	advmod	не	не	PART	nsubj	я	я	PRON	167.4847653280769	13
повезло	везти	VERB	advmod	не	не	PART	iobj	мне	я	PRON	167.4847653280769	13
ел	есть	VERB	advmod	не	не	PART	advmod	давно	давно	ADV	167.4847653280769	13
ела	есть	VERB	advmod	не	не	PART	mark	что	что	SCONJ	167.4847653280769	13
